16#775.9,719.2;759.7,637.0;744.0,562.7;677.8,567.9;585.6,541.3;641.7,633.8;713.9,567.1;686.3,451.7;686.3,449.8;667.1,386.9;775.3,415.6;805.2,453.3;743.8,441.0;628.0,456.2;589.6,446.1;636.6,398.6
17#774.5,718.1;754.6,635.2;740.1,549.5;673.5,553.8;568.8,508.6;630.3,600.1;710.0,553.4;679.4,438.7;679.4,436.0;657.2,373.6;775.8,412.3;805.9,447.8;738.3,426.6;620.1,444.3;577.5,439.3;626.1,392.0
18#773.0,717.1;749.6,633.3;736.2,536.2;669.2,539.6;551.9,475.9;618.9,566.4;706.0,539.6;672.5,425.7;672.5,422.3;647.4,360.4;776.4,408.9;806.5,442.4;732.8,412.3;612.2,432.4;565.3,432.4;615.6,385.5
19#762.2,717.5;748.3,630.8;727.5,537.2;668.5,540.6;554.0,481.7;623.4,561.4;699.7,537.2;668.5,422.7;665.0,419.2;635.6,351.6;737.9,374.1;793.4,412.3;720.5,412.3;616.5,433.1;550.6,394.9;593.9,351.6
20#744.0,719.3;735.9,622.2;723.8,537.3;655.0,537.3;562.0,504.9;634.8,593.9;687.4,537.3;659.1,420.0;659.1,420.0;630.8,351.2;707.6,343.1;768.3,387.6;715.7,411.9;606.5,428.1;557.9,371.4;582.2,310.8
21#728.7,722.4;724.8,621.1;717.0,543.2;643.1,551.0;565.2,527.6;643.1,617.2;682.0,547.1;646.9,430.3;650.8,426.4;627.5,356.3;682.0,317.3;728.7,368.0;697.6,414.7;600.2,430.3;573.0,364.1;580.7,297.9
22#722.5,725.6;711.3,629.2;707.6,551.3;633.4,558.7;566.7,555.0;648.3,640.3;674.2,555.0;640.9,432.6;644.6,436.3;626.0,365.9;663.1,317.6;711.3,365.9;689.1,421.5;592.6,443.7;574.1,365.9;587.1,293.5
23#719.7,725.6;712.3,625.5;708.6,551.3;634.4,558.7;564.0,555.0;649.3,640.3;675.2,555.0;641.9,432.6;641.9,436.3;623.3,365.9;664.1,317.6;712.3,365.9;690.1,421.5;593.6,443.7;575.1,365.9;588.1,293.5
24#712.2,721.6;693.7,625.4;704.8,562.4;634.4,566.1;567.8,573.5;649.3,662.4;664.1,566.1;634.4,440.2;634.4,443.9;619.6,373.5;656.7,336.5;704.8,380.9;686.3,432.8;586.3,447.6;560.4,377.2;588.2,319.8
25#709.1,714.5;674.4,620.8;688.3,572.2;629.3,572.2;566.9,596.5;650.1,686.7;657.1,572.2;632.8,454.3;632.8,454.3;618.9,384.9;653.6,357.2;702.2,405.7;684.8,447.4;580.8,461.2;553.0,391.9;589.4,341.6
26#702.7,706.1;664.8,630.2;688.9,588.8;626.8,599.2;571.6,619.9;654.4,713.0;654.4,588.8;630.3,471.5;630.3,475.0;619.9,406.0;657.9,388.8;699.3,433.6;682.0,471.5;578.5,475.0;550.9,412.9;595.8,357.7
27#694.4,693.1;669.4,621.3;678.8,599.4;625.7,605.7;594.5,665.0;656.9,740.0;650.7,602.5;628.8,483.9;628.8,487.0;631.9,424.5;656.9,412.0;694.4,462.0;678.8,490.1;578.8,483.9;547.6,440.1;589.8,407.4
28#680.4,676.6;690.0,615.6;680.4,618.8;616.2,628.5;593.7,692.6;657.9,763.2;648.3,625.2;635.4,503.3;635.4,503.3;651.5,442.3;657.9,435.9;693.2,484.1;680.4,509.7;584.1,496.9;555.2,464.8;608.2,418.3
29#669.3,680.8;678.9,618.1;677.4,625.7;615.8,632.1;588.1,684.4;638.8,759.4;646.2,630.6;640.3,510.4;641.5,507.9;656.8,448.4;658.3,457.4;691.7,500.9;686.8,516.9;588.2,501.4;559.7,477.5;604.3,439.5
30#658.2,684.9;667.8,620.7;674.4,632.6;615.4,635.8;582.5,676.1;619.7,755.6;644.1,636.0;645.2,517.4;647.7,512.6;662.1,454.4;658.6,479.0;690.3,517.6;693.1,524.1;592.4,505.9;564.2,490.1;600.3,460.8
31#647.1,689.1;656.8,623.2;671.5,639.4;615.0,639.5;577.0,667.9;600.5,751.9;642.0,641.5;650.2,524.5;653.8,517.2;667.3,460.5;659.0,500.5;688.8,534.4;699.4,531.4;596.5,510.3;568.6,502.8;596.4,482.0
32#636.0,693.3;645.7,625.8;668.5,646.3;614.6,643.1;571.4,659.6;581.4,748.1;639.9,646.9;655.1,531.6;659.9,521.8;672.6,466.6;659.4,522.1;687.3,551.1;705.8,538.6;600.6,514.8;573.1,515.5;592.5,503.2
33#624.9,697.4;634.6,628.4;665.5,653.2;614.2,646.8;565.8,651.4;562.3,744.3;637.8,652.3;660.0,538.6;666.1,526.5;677.9,472.6;659.7,543.6;685.9,567.9;712.1,545.8;604.8,519.3;577.6,528.1;588.5,524.5
34#613.8,701.6;623.5,630.9;662.5,660.1;613.8,650.4;560.2,643.1;543.2,740.5;635.7,657.7;664.9,545.7;672.2,531.1;683.2,478.7;660.1,565.2;684.4,584.6;718.5,553.0;608.9,523.8;582.1,540.8;584.6,545.7
35#613.8,700.6;623.5,629.9;662.5,666.5;613.8,654.3;557.7,644.6;545.5,739.6;635.7,659.2;665.0,547.1;674.7,530.0;683.2,477.6;665.0,564.1;706.4,544.6;718.6,551.9;608.9,522.7;582.1,542.2;587.0,544.6
36#613.4,719.6;665.6,631.9;665.6,660.3;604.0,660.3;547.1,603.4;525.7,705.4;632.4,660.3;668.0,544.1;672.7,529.9;682.2,477.8;727.3,577.3;724.9,593.9;717.8,553.6;613.4,527.6;580.2,579.7;596.8,556.0
37#617.1,731.3;666.0,644.0;668.4,657.6;606.3,655.8;545.4,600.0;540.5,717.3;634.8,657.2;669.0,542.7;673.5,527.7;684.7,474.9;725.0,584.6;730.4,596.1;719.6,551.7;613.8,526.2;582.1,580.6;601.9,559.4
38#620.8,743.0;666.5,656.1;671.1,655.0;608.5,651.2;543.6,596.6;555.4,729.1;637.2,654.0;670.1,541.2;674.4,525.5;687.2,471.9;722.7,591.9;735.9,598.2;721.5,549.9;614.3,524.7;584.1,581.5;607.1,562.7
39#624.5,754.7;666.9,668.2;673.9,652.3;610.8,646.7;541.9,593.2;570.2,741.0;639.6,650.9;671.1,539.8;675.2,523.3;689.7,469.0;720.4,599.2;741.4,600.4;723.3,548.0;614.7,523.3;586.0,582.4;612.2,566.1
40#628.2,766.3;667.4,680.3;676.7,649.6;613.0,642.1;540.1,589.8;585.0,752.8;641.9,647.7;672.1,538.3;676.0,521.0;692.2,466.1;718.0,606.6;746.8,602.5;725.2,546.1;615.2,521.9;587.9,583.4;617.4,569.5
41#631.9,778.0;667.8,692.4;679.5,646.9;615.3,637.6;538.4,586.4;599.8,764.7;644.3,644.6;673.1,536.9;676.8,518.8;694.7,463.2;715.7,613.9;752.3,604.7;727.0,544.2;615.6,520.5;589.8,584.3;622.5,572.9
42#635.6,789.7;668.3,704.5;682.2,644.3;617.5,633.0;536.6,583.0;614.7,776.5;646.7,641.4;674.2,535.4;677.7,516.6;697.2,460.2;713.4,621.2;757.8,606.8;728.9,542.4;616.1,519.0;591.8,585.2;627.7,576.2
43#639.3,801.4;668.7,716.6;685.0,641.6;619.8,628.5;534.9,579.6;629.5,788.4;649.1,638.3;675.2,534.0;678.5,514.4;699.7,457.3;711.1,628.5;763.3,609.0;730.7,540.5;616.5,517.6;593.7,586.1;632.8,579.6
44#648.4,804.7;667.3,719.9;686.1,641.4;629.6,628.9;541.6,591.2;632.7,789.0;657.9,632.0;676.7,531.5;679.8,509.5;700.2,467.1;717.5,638.3;761.5,610.0;730.1,540.9;617.0,515.8;576.2,591.2;591.9,672.8
45#647.4,808.5;666.8,721.2;692.7,643.6;628.0,627.4;543.9,611.2;598.9,682.4;657.1,633.9;676.5,527.1;683.0,507.7;700.8,460.8;721.8,653.3;763.8,608.0;731.5,540.1;618.3,514.2;560.1,572.4;602.1,572.4
46#650.0,817.1;663.4,730.0;690.2,639.6;626.6,626.2;542.8,622.8;609.8,706.5;660.1,636.2;676.8,529.0;683.5,508.9;705.3,460.4;720.4,663.0;753.9,609.4;733.8,542.4;623.2,512.3;542.8,549.1;569.6,545.8
47#650.0,817.4;663.5,730.1;690.3,639.5;626.5,626.1;542.7,622.8;609.8,706.6;656.7,636.2;676.9,528.8;683.6,508.7;705.4,460.0;720.5,663.0;754.1,609.3;733.9,542.2;623.2,512.0;542.7,548.9;569.5,545.6
48#656.5,830.0;666.9,739.8;691.2,642.8;625.3,632.4;542.1,642.8;608.0,729.4;656.5,639.3;677.3,528.4;680.8,511.0;696.4,460.8;705.1,667.0;746.7,611.6;729.3,545.7;621.9,511.0;528.3,521.4;535.2,476.4
49#654.4,843.1;668.0,744.2;681.7,648.6;623.6,638.4;545.2,662.3;613.4,754.4;650.9,645.2;671.4,529.2;674.8,515.5;686.8,455.8;702.1,648.6;743.1,607.7;729.4,542.8;616.8,508.7;528.1,491.7;529.8,455.8
50#643.2,851.3;661.1,748.2;683.5,649.6;620.8,636.2;553.6,690.0;607.3,766.2;652.2,640.7;665.6,528.6;670.1,519.6;683.5,452.4;697.0,622.7;750.8,604.8;719.4,542.1;611.8,515.2;540.1,465.9;540.1,398.6
51#637.7,859.8;656.4,756.7;679.8,653.7;618.9,639.6;558.0,709.9;604.9,789.5;651.7,644.3;665.8,531.9;665.8,531.9;675.1,461.7;707.9,602.2;750.1,602.2;717.3,541.3;614.2,517.9;553.4,461.7;548.7,391.4
52#630.6,865.7;658.0,765.1;680.8,660.1;621.4,646.4;562.1,728.6;607.7,810.8;648.9,655.5;658.0,536.7;662.6,532.2;671.7,463.6;726.5,550.4;758.5,600.7;712.8,545.9;607.7,518.5;543.8,472.8;548.3,408.8
53#631.6,866.8;659.0,766.2;681.8,661.1;622.4,652.0;563.0,729.7;608.7,811.9;649.9,656.5;659.0,537.7;659.0,533.1;672.7,464.6;727.6,551.4;755.0,601.7;713.8,542.3;608.7,519.4;544.7,473.7;549.3,409.7
54#633.4,876.1;652.8,775.0;676.2,666.0;617.8,658.3;571.1,743.9;602.3,829.5;645.1,658.3;656.7,541.5;656.7,537.7;660.6,467.6;726.8,537.7;769.6,584.3;711.2,545.4;602.3,533.8;536.1,494.9;545.8,430.7
55#636.4,880.4;659.7,779.6;679.1,671.0;620.9,663.2;578.2,756.3;605.4,853.3;648.1,667.1;655.8,546.8;655.8,543.0;648.1,473.1;737.3,511.9;783.8,562.4;710.1,550.7;601.5,543.0;535.6,508.1;547.2,442.1
56#651.9,877.3;663.6,779.7;679.2,674.3;616.7,674.3;589.4,771.9;601.1,869.5;648.0,674.3;648.0,553.3;648.0,549.4;636.2,475.2;726.0,483.0;780.7,529.9;702.6,549.4;597.2,549.4;538.6,526.0;550.3,463.5
57#668.5,863.9;672.4,777.4;684.2,667.3;625.2,671.2;597.7,781.3;601.6,875.7;652.8,667.3;637.0,553.3;637.0,549.3;621.3,482.5;715.7,443.2;758.9,502.2;688.1,545.4;589.9,553.3;538.7,549.3;550.5,486.4
58#691.1,875.1;686.2,772.6;691.1,665.3;627.7,675.0;608.2,777.5;598.4,875.1;661.8,670.2;627.7,553.1;627.7,548.2;608.2,479.9;715.5,411.6;730.1,479.9;681.3,533.5;574.0,562.8;535.0,557.9;549.6,499.4
59#687.1,875.7;682.3,773.4;692.0,666.2;628.7,676.0;609.2,778.3;599.5,875.7;657.9,671.1;628.7,554.2;628.7,549.3;604.3,481.1;711.5,412.9;731.0,476.3;682.3,534.7;575.1,563.9;536.1,554.2;545.9,500.6
60#707.3,881.3;692.9,775.9;697.7,660.8;635.4,670.4;606.6,771.1;616.2,881.3;664.2,665.6;616.2,545.8;616.2,545.8;577.9,488.3;712.1,392.4;697.7,464.3;664.2,517.0;573.1,569.8;534.7,565.0;544.3,526.6
61#722.0,873.5;712.6,769.8;707.9,666.1;632.5,675.5;594.8,755.7;618.4,849.9;660.8,666.1;594.8,543.6;599.5,543.6;533.5,477.6;528.8,529.4;679.6,458.7;566.5,553.0;557.1,567.1;519.4,571.9;538.2,520.0
62#733.8,860.7;720.5,762.9;698.2,665.1;627.1,682.9;569.3,731.8;631.6,829.6;662.7,674.0;587.1,554.0;582.7,549.6;520.4,491.8;693.8,398.4;671.6,469.6;631.6,522.9;538.2,576.2;511.5,567.3;529.3,527.3
63#756.0,846.7;722.9,751.6;702.3,673.0;627.8,685.4;545.1,710.2;648.5,809.5;665.0,681.2;582.3,565.4;574.0,553.0;507.8,503.4;691.9,410.3;665.0,478.5;623.7,532.3;536.8,586.1;540.9,623.3;545.1,573.7
64#773.5,818.7;720.8,732.2;687.0,679.6;634.4,705.9;544.1,717.2;649.4,796.1;660.7,694.6;574.2,570.6;570.4,566.8;502.8,510.4;687.0,420.2;668.2,484.1;623.1,544.2;529.1,600.6;536.6,642.0;536.6,574.3
65#773.2,822.0;720.7,732.0;686.9,679.5;634.4,705.7;544.3,717.0;649.4,795.8;660.6,694.5;574.3,570.7;570.6,566.9;503.1,510.6;686.9,420.6;668.1,484.4;623.1,544.4;529.3,600.7;536.8,641.9;536.8,574.4
66#776.7,785.5;716.4,706.2;678.6,694.9;625.8,721.3;554.1,725.1;659.8,804.4;656.0,706.2;569.2,585.5;565.4,581.7;501.3,521.3;686.2,438.3;663.5,502.5;610.7,559.1;523.9,615.7;531.5,657.2;531.5,574.2
67#771.6,760.7;712.6,694.4;668.3,701.7;616.7,731.2;587.2,764.4;675.7,830.8;642.5,716.5;561.4,598.5;557.7,591.1;509.8,535.8;686.8,458.4;661.0,521.0;609.3,572.7;517.2,628.0;520.8,668.5;520.8,609.5
68#745.0,740.6;687.0,655.6;667.7,713.5;609.8,740.6;602.0,775.3;675.4,848.7;636.8,721.2;559.5,609.2;555.7,597.6;513.2,547.4;687.0,470.1;663.8,531.9;605.9,582.2;517.0,636.2;509.3,678.7;520.9,616.9
69#709.7,729.4;669.2,637.2;665.5,710.9;602.8,733.0;595.4,773.6;658.1,851.0;632.3,722.0;554.8,611.4;551.2,604.0;510.6,545.0;687.6,482.3;665.5,541.3;606.5,589.2;510.6,637.2;503.2,688.8;514.3,640.9
70#686.5,728.3;679.8,644.0;666.3,711.4;595.6,728.3;578.7,758.6;629.3,842.8;632.6,721.5;558.5,613.7;551.8,600.2;514.7,542.9;686.5,492.4;669.7,542.9;605.7,583.4;508.0,637.3;501.2,687.8;511.3,657.5
71#686.6,728.3;679.9,644.0;666.4,711.5;598.9,728.3;578.7,758.7;629.3,843.0;636.0,721.6;558.5,613.6;551.7,600.1;514.6,542.8;686.6,492.2;669.8,542.8;605.7,586.7;507.9,637.2;501.1,687.8;511.2,657.5
72#669.6,753.4;694.3,666.7;651.0,722.5;586.0,734.9;564.3,747.2;607.6,824.6;610.7,731.8;555.0,611.0;548.8,598.6;521.0,536.7;685.0,499.6;666.5,552.2;604.5,580.1;505.5,635.8;499.3,685.3;542.6,663.7
73#670.6,753.0;694.0,666.6;654.6,717.8;589.9,730.0;567.1,746.5;607.2,824.9;614.8,726.9;560.4,606.5;554.5,594.5;526.6,532.5;686.1,495.3;671.3,547.5;610.0,576.3;510.6,631.0;502.6,679.9;542.4,658.5
74#671.6,752.6;693.8,666.4;658.3,713.2;593.7,725.2;569.9,745.7;606.7,825.3;619.0,722.0;565.8,602.1;560.3,590.5;532.2,528.3;687.1,491.1;676.1,542.7;615.5,572.5;515.7,626.1;505.8,674.5;542.2,653.4
75#672.5,752.2;693.5,666.2;661.9,708.5;597.6,720.4;572.7,745.0;606.3,825.6;623.1,717.1;571.3,597.6;566.0,586.4;537.8,524.1;688.2,486.8;680.9,538.0;621.1,568.8;520.8,621.3;509.1,669.2;542.0,648.2
76#673.5,751.8;693.3,666.1;665.5,703.9;601.5,715.5;575.5,744.3;605.8,826.0;627.3,712.2;576.7,593.1;571.7,582.4;543.4,519.9;689.3,482.5;685.7,533.2;626.6,565.0;525.9,616.4;512.3,663.8;541.8,643.0
77#674.5,751.4;693.0,666.0;669.1,699.2;605.4,710.6;578.3,743.6;605.4,826.3;631.4,707.2;582.1,588.7;577.4,578.3;549.0,515.8;690.4,478.2;690.5,528.5;632.1,561.2;531.0,611.6;515.6,658.4;541.6,637.9
78#675.5,751.0;692.8,665.8;672.8,694.5;609.2,705.8;581.1,742.8;605.0,826.7;635.5,702.3;587.5,584.2;583.2,574.2;554.7,511.6;691.4,474.0;695.2,523.7;637.6,557.4;536.1,606.7;518.8,653.0;541.4,632.7
79#676.5,750.6;692.5,665.7;676.4,689.9;613.1,700.9;583.9,742.1;604.5,827.0;639.7,697.4;592.9,579.7;588.9,570.2;560.3,507.4;692.5,469.7;700.0,519.0;643.2,553.6;541.2,601.9;522.1,647.6;541.2,627.5
80#677.4,750.2;692.3,665.5;680.0,685.2;617.0,696.1;586.7,741.4;604.1,827.4;643.8,692.5;598.4,575.3;594.6,566.1;565.9,503.2;693.6,465.4;704.8,514.2;648.7,549.9;546.3,597.0;525.3,642.3;541.0,622.4
81#678.4,749.8;692.0,665.4;683.7,680.6;620.8,691.2;589.5,740.6;603.6,827.7;648.0,687.6;603.8,570.8;600.4,562.1;571.5,499.0;694.6,461.2;709.6,509.5;654.2,546.1;551.4,592.2;528.6,636.9;540.8,617.2
82#679.4,749.4;691.8,665.2;687.3,675.9;624.7,686.4;592.3,739.9;603.2,828.1;652.1,682.7;609.2,566.4;606.1,558.0;577.1,494.8;695.7,456.9;714.4,504.7;659.8,542.3;556.5,587.3;531.9,631.5;540.6,612.1
83#680.4,749.1;691.5,665.1;690.9,671.2;628.6,681.5;595.1,739.2;602.8,828.4;656.2,677.8;614.6,561.9;611.8,553.9;582.7,490.6;696.8,452.6;719.2,500.0;665.3,538.5;561.5,582.5;535.1,626.1;540.4,606.9
84#681.4,748.7;691.2,664.9;694.6,666.6;632.4,676.7;597.9,738.4;602.3,828.7;660.4,672.9;620.0,557.4;617.6,549.9;588.3,486.4;697.8,448.4;724.0,495.2;670.8,534.7;566.6,577.7;538.4,620.7;540.2,601.7
85#682.3,748.3;691.0,664.8;698.2,661.9;636.3,671.9;600.7,737.7;601.9,829.1;664.5,668.0;625.5,553.0;623.3,545.8;593.9,482.2;698.9,444.1;728.8,490.5;676.3,531.0;571.7,572.8;541.6,615.4;540.0,596.6
86#683.3,747.9;690.7,664.6;701.8,657.3;640.2,667.0;603.5,737.0;601.4,829.4;668.7,663.1;630.9,548.5;629.0,541.8;599.5,478.0;700.0,439.8;733.6,485.7;681.9,527.2;576.8,568.0;544.9,610.0;539.8,591.4
87#684.3,747.5;690.5,664.5;705.5,652.6;644.0,662.1;606.3,736.2;601.0,829.8;672.8,658.1;636.3,544.0;634.8,537.7;605.1,473.9;701.0,435.6;738.4,481.0;687.4,523.4;581.9,563.1;548.1,604.6;539.6,586.2
88#685.3,747.1;690.2,664.3;709.1,647.9;647.9,657.3;609.1,735.5;600.6,830.1;676.9,653.2;641.7,539.6;640.5,533.6;610.8,469.7;702.1,431.3;743.1,476.2;692.9,519.6;587.0,558.3;551.4,599.2;539.4,581.1
89#686.3,746.7;690.0,664.2;712.7,643.3;651.8,652.5;611.9,734.8;600.1,830.5;681.1,648.3;647.1,535.1;646.2,529.6;616.4,465.5;703.2,427.0;747.9,471.5;698.4,515.8;592.1,553.4;554.6,593.8;539.2,575.9
90#687.2,746.3;689.7,664.0;716.3,638.6;655.7,647.6;614.7,734.1;599.7,830.8;685.2,643.4;652.6,530.6;651.9,525.5;622.0,461.3;704.3,422.7;752.7,466.7;704.0,512.1;597.2,548.6;557.9,588.5;539.0,570.7
91#688.2,745.9;689.5,663.9;720.0,634.0;659.5,642.8;617.5,733.3;599.2,831.2;689.4,638.5;658.0,526.2;657.7,521.5;627.6,457.1;705.3,418.5;757.5,462.0;709.5,508.3;602.3,543.7;561.1,583.1;538.8,565.6
92#689.2,745.5;689.2,663.7;723.6,629.3;663.4,637.9;620.3,732.6;598.8,831.5;693.5,633.6;663.4,521.7;663.4,517.4;633.2,452.9;706.4,414.2;762.3,457.2;715.0,504.5;607.4,538.9;564.4,577.7;538.6,560.4
93#727.2,713.1;692.5,665.5;731.5,635.1;679.5,643.8;614.5,717.5;627.5,821.5;701.2,635.1;662.2,531.1;662.2,526.8;636.2,461.8;705.5,392.4;740.2,448.8;709.8,505.1;614.5,548.4;571.2,591.8;532.2,578.8
94#726.3,745.4;693.7,664.0;746.7,647.7;697.8,655.9;616.4,700.6;640.8,802.4;722.2,651.8;669.3,533.7;669.3,537.8;628.6,476.8;705.9,395.4;726.3,452.3;705.9,509.3;620.5,562.2;575.7,607.0;530.9,598.9
95#727.5,745.8;694.8,664.2;747.9,647.9;698.9,656.0;617.3,700.9;641.8,802.9;719.3,651.9;670.4,533.6;670.4,537.7;629.6,476.5;707.1,394.9;723.4,452.0;707.1,509.1;621.4,562.2;572.4,607.1;531.6,598.9
96#728.5,770.7;702.3,677.2;754.6,662.3;709.8,673.5;612.5,677.2;649.9,778.2;735.9,666.0;668.6,550.1;668.6,546.3;620.0,493.9;698.5,404.2;721.0,464.0;702.3,516.4;620.0,576.2;578.8,621.1;541.4,617.4
97#730.0,786.5;707.6,695.2;752.4,668.4;705.0,679.5;605.4,675.9;640.8,761.8;731.9,672.1;659.4,563.1;656.6,559.4;604.6,509.9;699.3,422.5;719.8,477.4;692.0,527.8;612.9,592.8;576.4,637.5;539.2,633.8
98#731.6,802.2;712.9,713.2;750.1,674.5;700.2,685.6;598.2,674.6;631.6,745.3;727.9,678.2;650.2,576.1;644.7,572.4;589.1,526.0;700.0,440.8;718.6,490.9;681.8,539.1;605.7,609.4;574.0,653.9;537.0,650.2
99#733.1,818.0;718.3,731.2;747.9,680.6;695.4,691.6;591.1,673.3;622.5,728.9;724.0,684.3;641.0,589.2;632.8,585.5;573.7,542.0;700.8,459.0;717.5,504.3;671.5,550.4;598.5,626.0;571.7,670.3;534.8,666.7
100#734.7,833.7;723.6,749.2;745.7,686.7;690.6,697.7;584.0,672.0;613.4,712.4;720.0,690.4;631.8,602.2;620.8,598.6;558.3,558.1;701.6,477.3;716.3,517.7;661.2,561.8;591.4,642.6;569.3,686.7;532.6,683.1
101#734.6,833.6;723.6,749.1;745.6,686.7;690.6,697.7;584.1,672.0;613.4,712.4;719.9,690.4;631.8,602.3;620.8,598.6;558.4,558.2;701.6,477.4;716.3,517.8;661.2,561.9;591.4,642.6;569.4,686.7;532.7,683.0
102#731.4,832.6;720.4,747.3;733.2,685.7;678.3,696.7;582.6,679.6;610.5,723.3;707.4,689.7;626.1,600.0;615.9,596.3;557.2,553.5;701.2,489.6;712.5,526.9;657.6,563.0;584.7,636.6;560.7,674.1;530.6,667.8
103#728.2,831.5;717.1,745.6;720.7,684.7;666.1,695.7;581.2,687.3;607.7,734.2;694.9,689.0;620.4,597.6;611.1,593.9;556.0,548.7;700.8,501.8;708.7,536.0;653.9,564.0;578.1,630.6;551.9,661.5;528.4,652.6
104#725.0,830.5;713.9,743.8;708.3,683.6;653.8,694.7;579.7,694.9;604.8,745.1;682.4,688.2;614.7,595.3;606.2,591.6;554.7,544.0;700.5,514.0;704.8,545.0;650.3,565.1;571.4,624.5;543.2,648.9;526.3,637.4
105#721.8,829.4;710.7,742.0;695.8,682.6;641.6,693.7;578.2,702.5;602.0,756.0;669.9,687.5;608.9,592.9;601.3,589.2;553.5,539.2;700.1,526.1;701.0,554.1;646.6,566.1;564.8,618.5;534.5,636.3;524.1,622.2
106#718.6,828.4;707.4,740.3;683.4,681.6;629.3,692.7;576.8,710.2;599.1,766.9;657.4,686.8;603.2,590.6;596.5,586.9;552.3,534.5;699.7,538.3;697.2,563.2;643.0,567.2;558.1,612.5;525.7,623.7;522.0,607.0
107#715.4,827.4;704.2,738.5;670.9,680.6;617.0,691.7;575.3,717.8;596.3,777.8;644.9,686.1;597.5,588.3;591.6,584.5;551.1,529.8;699.3,550.5;693.4,572.3;639.4,568.2;551.4,606.5;517.0,611.1;519.8,591.8
